username,title,location,ID de la respuesta,Pregunta,Respuesta,Respuesta Correcta,block_key,state
Alfonso,Checkboxes,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Checkboxes,cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1,Pregunta 1,"a) , c) ","a) , c) ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@cc3bc2bc329d4b55b3b8a613d0ee6a1d,"{""correct_map"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": {}}, ""last_submission_time"": ""2020-04-20T15:09:43Z"", ""attempts"": 2, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": [""choice_0"", ""choice_2""]}, ""seed"": 1}"
BELEN_OSORIO,Checkboxes,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Checkboxes,cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1,Pregunta 1,c) ,"a) , c) ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@cc3bc2bc329d4b55b3b8a613d0ee6a1d,"{""correct_map"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""npoints"": null, ""answervariable"": null, ""msg"": """", ""queuestate"": null}}, ""input_state"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": {}}, ""last_submission_time"": ""2020-04-17T20:30:14Z"", ""attempts"": 2, ""score"": {""raw_possible"": 1, ""raw_earned"": 0}, ""done"": true, ""student_answers"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": [""choice_2""]}, ""seed"": 1}"
margotbriones,Checkboxes,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Checkboxes,cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1,Pregunta 1,a) ,"a) , c) ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@cc3bc2bc329d4b55b3b8a613d0ee6a1d,"{""correct_map"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""npoints"": null, ""answervariable"": null, ""msg"": """", ""queuestate"": null}}, ""input_state"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": {}}, ""last_submission_time"": ""2020-04-17T21:18:43Z"", ""attempts"": 2, ""score"": {""raw_possible"": 1, ""raw_earned"": 0}, ""done"": true, ""student_answers"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": [""choice_0""]}, ""seed"": 1}"
sandracarolina077,Checkboxes,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Checkboxes,cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1,Pregunta 1,b) ,"a) , c) ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@cc3bc2bc329d4b55b3b8a613d0ee6a1d,"{""correct_map"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""incorrect"", ""npoints"": null, ""answervariable"": null, ""msg"": """", ""queuestate"": null}}, ""input_state"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": {}}, ""last_submission_time"": ""2020-04-17T20:30:38Z"", ""attempts"": 2, ""score"": {""raw_possible"": 1, ""raw_earned"": 0}, ""done"": true, ""student_answers"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": [""choice_1""]}, ""seed"": 1}"
mmiranda,Checkboxes,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Checkboxes,,,,,block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@cc3bc2bc329d4b55b3b8a613d0ee6a1d,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": {}}}"
A-3026,Checkboxes,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Checkboxes,cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1,Pregunta 1,"a) , c) ","a) , c) ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@cc3bc2bc329d4b55b3b8a613d0ee6a1d,"{""correct_map"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": {}}, ""last_submission_time"": ""2020-04-24T22:59:03Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": [""choice_0"", ""choice_2""]}, ""seed"": 1}"
ELSA_DE_LA_CRUZ,Checkboxes,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Checkboxes,cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1,Pregunta 1,"a) , c) ","a) , c) ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@cc3bc2bc329d4b55b3b8a613d0ee6a1d,"{""correct_map"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": {}}, ""last_submission_time"": ""2020-04-19T04:11:18Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": [""choice_0"", ""choice_2""]}, ""seed"": 1}"
SandraFuentes,Checkboxes,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Checkboxes,cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1,Pregunta 1,"a) , c) ","a) , c) ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@cc3bc2bc329d4b55b3b8a613d0ee6a1d,"{""correct_map"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": {}}, ""last_submission_time"": ""2020-04-16T19:46:28Z"", ""attempts"": 2, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": [""choice_0"", ""choice_2""]}, ""seed"": 1}"
YohaSwea,Checkboxes,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Checkboxes,cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1,Pregunta 1,"a) , c) ","a) , c) ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@cc3bc2bc329d4b55b3b8a613d0ee6a1d,"{""correct_map"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": {}}, ""last_submission_time"": ""2020-04-23T22:21:37Z"", ""attempts"": 2, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": [""choice_0"", ""choice_2""]}, ""seed"": 1}"
BELEN_2020,Checkboxes,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Checkboxes,cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1,Pregunta 1,"a) , c) ","a) , c) ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@cc3bc2bc329d4b55b3b8a613d0ee6a1d,"{""correct_map"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": {}}, ""last_submission_time"": ""2020-04-20T07:07:20Z"", ""attempts"": 2, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": [""choice_0"", ""choice_2""]}, ""seed"": 1}"
Jano,Checkboxes,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Checkboxes,cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1,Pregunta 1,"a) , c) ","a) , c) ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@cc3bc2bc329d4b55b3b8a613d0ee6a1d,"{""correct_map"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": {}}, ""last_submission_time"": ""2020-04-18T18:52:26Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""cc3bc2bc329d4b55b3b8a613d0ee6a1d_2_1"": [""choice_0"", ""choice_2""]}, ""seed"": 1}"
UsuarioPruebaCMMEDU,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Multiple Choice,605d54ca3e844159bd1df23f80177c1e_2_1,Pregunta 1,"
        ","
        , 
      ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@605d54ca3e844159bd1df23f80177c1e,"{""correct_map"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {}}, ""last_submission_time"": ""2020-04-24T16:13:33Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": ""choice_2""}, ""seed"": 1}"
BeckyRC,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Multiple Choice,,,,,block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@605d54ca3e844159bd1df23f80177c1e,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {}}}"
Maria_Angelica,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Multiple Choice,605d54ca3e844159bd1df23f80177c1e_2_1,Pregunta 1,"
        ","
        , 
      ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@605d54ca3e844159bd1df23f80177c1e,"{""correct_map"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {}}, ""last_submission_time"": ""2020-04-16T15:23:51Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": ""choice_2""}, ""seed"": 1}"
b_alvarez,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Multiple Choice,605d54ca3e844159bd1df23f80177c1e_2_1,Pregunta 1,"
        ","
        , 
      ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@605d54ca3e844159bd1df23f80177c1e,"{""correct_map"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {}}, ""last_submission_time"": ""2020-04-17T00:53:31Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": ""choice_2""}, ""seed"": 1}"
alicia,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Multiple Choice,605d54ca3e844159bd1df23f80177c1e_2_1,Pregunta 1,"
        ","
        , 
      ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@605d54ca3e844159bd1df23f80177c1e,"{""correct_map"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {}}, ""last_submission_time"": ""2020-04-20T19:40:08Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": ""choice_2""}, ""seed"": 1}"
JACT,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Multiple Choice,605d54ca3e844159bd1df23f80177c1e_2_1,Pregunta 1,"
        ","
        , 
      ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@605d54ca3e844159bd1df23f80177c1e,"{""correct_map"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {}}, ""last_submission_time"": ""2020-04-23T04:32:05Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": ""choice_2""}, ""seed"": 1}"
Jennifer_Escalona,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Multiple Choice,605d54ca3e844159bd1df23f80177c1e_2_1,Pregunta 1,"
        ","
        , 
      ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@605d54ca3e844159bd1df23f80177c1e,"{""correct_map"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {}}, ""last_submission_time"": ""2020-04-20T20:01:40Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": ""choice_2""}, ""seed"": 1}"
Alfonso,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Multiple Choice,605d54ca3e844159bd1df23f80177c1e_2_1,Pregunta 1,"
        ","
        , 
      ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@605d54ca3e844159bd1df23f80177c1e,"{""correct_map"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {}}, ""last_submission_time"": ""2020-04-20T15:10:28Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": ""choice_2""}, ""seed"": 1}"
BELEN_OSORIO,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Multiple Choice,605d54ca3e844159bd1df23f80177c1e_2_1,Pregunta 1,"
        ","
        , 
      ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@605d54ca3e844159bd1df23f80177c1e,"{""correct_map"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {}}, ""last_submission_time"": ""2020-04-17T20:31:36Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": ""choice_2""}, ""seed"": 1}"
margotbriones,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Multiple Choice,605d54ca3e844159bd1df23f80177c1e_2_1,Pregunta 1,"
        ","
        , 
      ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@605d54ca3e844159bd1df23f80177c1e,"{""correct_map"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {}}, ""last_submission_time"": ""2020-04-17T21:22:27Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": ""choice_2""}, ""seed"": 1}"
sandracarolina077,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Multiple Choice,605d54ca3e844159bd1df23f80177c1e_2_1,Pregunta 1,"
        ","
        , 
      ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@605d54ca3e844159bd1df23f80177c1e,"{""correct_map"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {}}, ""last_submission_time"": ""2020-04-17T20:33:17Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": ""choice_2""}, ""seed"": 1}"
mmiranda,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Multiple Choice,,,,,block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@605d54ca3e844159bd1df23f80177c1e,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {}}}"
A-3026,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Multiple Choice,605d54ca3e844159bd1df23f80177c1e_2_1,Pregunta 1,"
        ","
        , 
      ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@605d54ca3e844159bd1df23f80177c1e,"{""correct_map"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {}}, ""last_submission_time"": ""2020-04-24T23:07:33Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": ""choice_2""}, ""seed"": 1}"
ELSA_DE_LA_CRUZ,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Multiple Choice,605d54ca3e844159bd1df23f80177c1e_2_1,Pregunta 1,"
        ","
        , 
      ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@605d54ca3e844159bd1df23f80177c1e,"{""correct_map"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {}}, ""last_submission_time"": ""2020-04-19T04:12:19Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": ""choice_2""}, ""seed"": 1}"
SandraFuentes,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Multiple Choice,605d54ca3e844159bd1df23f80177c1e_2_1,Pregunta 1,"
        ","
        , 
      ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@605d54ca3e844159bd1df23f80177c1e,"{""correct_map"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {}}, ""last_submission_time"": ""2020-04-16T19:46:56Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": ""choice_2""}, ""seed"": 1}"
YohaSwea,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Multiple Choice,605d54ca3e844159bd1df23f80177c1e_2_1,Pregunta 1,"
        ","
        , 
      ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@605d54ca3e844159bd1df23f80177c1e,"{""correct_map"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {}}, ""last_submission_time"": ""2020-04-23T22:24:51Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": ""choice_2""}, ""seed"": 1}"
BELEN_2020,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Multiple Choice,605d54ca3e844159bd1df23f80177c1e_2_1,Pregunta 1,"
        ","
        , 
      ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@605d54ca3e844159bd1df23f80177c1e,"{""correct_map"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {}}, ""last_submission_time"": ""2020-04-20T07:09:18Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": ""choice_2""}, ""seed"": 1}"
Jano,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Multiple Choice,605d54ca3e844159bd1df23f80177c1e_2_1,Pregunta 1,"
        ","
        , 
      ",block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@605d54ca3e844159bd1df23f80177c1e,"{""correct_map"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": {}}, ""last_submission_time"": ""2020-04-18T18:53:36Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""605d54ca3e844159bd1df23f80177c1e_2_1"": ""choice_2""}, ""seed"": 1}"
UsuarioPruebaCMMEDU,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Multiple Choice,217b11b8338b46f09e218b459da28e03_2_1,Pregunta 1,4 términos.,4 términos.,block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@217b11b8338b46f09e218b459da28e03,"{""correct_map"": {""217b11b8338b46f09e218b459da28e03_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""217b11b8338b46f09e218b459da28e03_2_1"": {}}, ""last_submission_time"": ""2020-04-24T16:15:38Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""217b11b8338b46f09e218b459da28e03_2_1"": ""choice_1""}, ""seed"": 1}"
BeckyRC,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Multiple Choice,,,,,block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@217b11b8338b46f09e218b459da28e03,"{""score"": {""raw_earned"": 0, ""raw_possible"": 1}, ""seed"": 1, ""input_state"": {""217b11b8338b46f09e218b459da28e03_2_1"": {}}}"
Maria_Angelica,Multiple Choice,Taller 1: Reconociendo Patrones > Actividad 1: Patrones en la calle > Patrones en la calle #2 > Multiple Choice,217b11b8338b46f09e218b459da28e03_2_1,Pregunta 1,4 términos.,4 términos.,block-v1:cmm+SYSELEARDPAPIL01+2020_1+type@problem+block@217b11b8338b46f09e218b459da28e03,"{""correct_map"": {""217b11b8338b46f09e218b459da28e03_2_1"": {""hint"": """", ""hintmode"": null, ""correctness"": ""correct"", ""msg"": """", ""answervariable"": null, ""npoints"": null, ""queuestate"": null}}, ""input_state"": {""217b11b8338b46f09e218b459da28e03_2_1"": {}}, ""last_submission_time"": ""2020-04-16T15:24:12Z"", ""attempts"": 1, ""score"": {""raw_earned"": 1, ""raw_possible"": 1}, ""done"": true, ""student_answers"": {""217b11b8338b46f09e218b459da28e03_2_1"": ""choice_1""}, ""seed"": 1}"
